True Sentences,Generated Sentences
(Not available in Supplementary as well).,from the paper.
paper outweigh the strengths. But I’m happy to change my opinion based on the rebuttal.,work are minor and can be addressed with additional experiments and clarifications.
great effort on the rebuttal.,detailed responses.
my concerns although concrete understanding of undistillable classes still remains unclear.,the concerns raised in the initial review.
of label smoothing on the proposed TLLM framework.,of label smoothing on the final results.
"label smoothing help?."" Advances in neural information processing systems 32 (2019).",label smoothing help?'
M. (2021). Is label smoothing truly incompatible with knowledge distillation: An empirical study. In ICLR,M. 'Label smoothing regularization in knowledge distillation.'
(2022). Revisiting Label Smoothing and Knowledge Distillation Compatibility: What was Missing?. ICML,'Improving knowledge distillation with label smoothing.'
to learn simple interpretable models. The numerical results are convincing., for producing risk scores that are both interpretable and computationally efficient.
of error cumulation is possible; coordinate descent can be long as well as the line search).,(some kind of complexity in implementation and debugging).
scores are not considered in the current contribution., world applications may require further tuning and validation.
based framework where the motion estimation and motion compensation are needed. This is an encouraging attempt.,"based approaches, which is a notable deviation from traditional methods."
"shifting, sharpen/blur, and fading. Some analyses are conducted.","shifting, blurring, and fading."
is limited. The core contributions have been investigated in other papers.,is somewhat incremental rather than groundbreaking.
in [1]. The difference is that one previous frame is used in [1] and two previous frames are used in this paper.,"in several prior works, making this approach less novel in the context of temporal modeling."
"like [2,3,4,5]. Directly applying transformer into neural video codec is straightforward and the novelty is limited.",and its application to video compression is a natural extension.
"model, where the block contains two parts. In addition, [7] has investigated a similar idea where each block contains 4 parts. The difference of this paper is that each block contains 16 parts.","model, but the paper does not sufficiently explore the potential benefits of this comparison."
"this paper does not need these designs. The block-based auto-regressive entropy model, LRP, and 3-stage training are also complex and hand-crafted designs.","proposes a simpler transformer-based approach, but the complexity of the transformer model itself is not fully addressed."
The RD-curves are very close. The BD-rate numbers are best presented.,This raises questions about the practical benefits of the proposed method.
"x264 and x265 is very easy in 2022. Comparisons with JM, HM, VTM are recommended because they represent the best encoders of H.264, HEVC, VVC. The work [8] in 2021 has already compared with VTM.","these codecs in terms of rate-distortion performance is a significant achievement, but the comparison should be clarified."
"Efficient Video Compression, ECCV 2020",Neural Video Compression.
"Window-based Attention for Image Compression, CVPR 2022",A Comprehensive Study of Video Compression.
"for learned image compression, ICLR 2022",for neural video compression.
"Priors for Learned Image Compression, CVPR 2022",Transformers for Video Compression.
"Efficient Learned Image Compression, CVPR 2021",Efficient Video Compression.
"Adaptive Neighborhood Information Aggregation, arXiv 2022.",Transformer-Based Models.
is a novel contribution. It targets a useful application and can be of use to the community and for content creators.,"is a novel and useful addition to the GAN adaptation task, allowing for more flexible and precise control over the adaptation process."
"studies. Moreover, the two metrics used are reasonable in the context of face to face translation.","study, providing a more objective measure of the model's performance."
adjusted to the results presented in the experimental section.,well-supported by both qualitative and quantitative results.
not well redacted and fails to situate the proposed method within other methods in the literature.,comprehensive but could benefit from a more detailed comparison with recent advancements in the field.
"domains. Instead, those are only computed on hand-picked source-target images and risks providing only a biased positive view of the results.",domains to provide a more robust evaluation of the model's performance.
should be computed over a dataset (or a randomly chosen subset of data) for the source and target domains in order to draw more robust conclusions.,should be computed on a larger dataset to ensure the results are statistically significant and generalizable.
"not need to be very deep and research on shallow models is still useful, which is valuable to the literature. This is the primary reason I recommend accepting this paper.",not necessarily need to be deep to achieve high performance.
SSE block. The motivations are well explained and the effects are verified.,Skip-Squeeze-and-Excitation modules.
is launched on a separate GPU) The results and discussions of the communication overhead are useful.,"is processed independently, allowing for faster inference."
"Of course, I understand the authors may have limited computing resources and did not lower my rating for lack of such large-scale experiments.",Future work could explore how larger models behave in terms of depth and performance.
clue on how to realize it. Maybe the authors can show a potential direction.,empirical results on custom hardware.
improved. Please see the suggestions below.,improved for clarity.
written and easy to follow.,written and structured.
network to obtain the positive samples is novel.,model for instance-specific positive generation is innovative.
paper is in the experimental part.,approach is its reliance on the quality of the generative model.
in the original papers. I think strictly following the setting from the original paper will be a fairer comparison. (e.g. 100 Epoch of SimCLR should reach 62.8% Top-1 Accuracy),"typically reported in the literature, which may affect the fairness of the comparison."
generative model affect the final result?,generated images impact the downstream task performance?
if we include an additional generative model?,associated with training the latent space navigator?
therefore I am raising my score. Even though after the correction of the theory the numerical example does not satisfy the theory now I believe the submission provides an interesting step towards better theoretical guarantees of BNNs.,the authors have addressed many of the concerns raised.
extension of the previous results in Holder space into the Besov space.,contribution to the field of Bayesian neural networks.
because in contrast to some people who prefer formulae over word description I would prefer the latter to better understand the formulae. Please see comments on this below in Clarity section.,I recognize that the theoretical results seem to be well-grounded and rigorous.
"paper is theoretical, the numerical example provided is not too satisfying.",paper lies in the theoretical guarantees provided for Bayesian neural networks.
on 2 synthetic examples with analytical functions,in a theoretical context.
"the variational inference, i.e. approximation of the true posterior. Wouldn’t MCMC methods with true posterior be more appropriate for the purpose of the numerical example?",variational inference rather than the MCMC-based methods discussed in the theory.
that. Some discussion on actual computational time used and how feasible the inference with the considered priors would be appreciated,how the proposed model performs in real-world applications.
jumping straight into it as if a reader has just finished reading the previous work and doesn’t require any introduction - the approach used in many recent papers.,"jumping straight into the technical details, which is appreciated."
"better read words over formulae. Word description of formulae would be much appreciated. Also, the notation is not very careful which does not help further with readability of this lot of maths.",prefer a more balanced approach between mathematical rigor and explanatory text.
Figures 2 and 3 can also lose the histogram part to save some space. (The histogram part can go into the appendix also),This would allow for more detailed explanations of the key theoretical results.
this case. It does seem to make a step further in extending those guarantees (by providing them in a bigger Besov space).,the context of function spaces like the Besov space.
"of the paper. It seems the paper has significant and original results but it should also be easier to understand these results while reading the paper. Moreover, the numerical example can be largely improved.",of the theoretical contributions without a deeper understanding of the mathematical framework.
"as it hasn’t been said before anything about practicality, only about asymptotic properties",and could be replaced with a more formal transition.
properly defined in the paper,clearly defined in the introduction.
"\in {0, 1, …, d}”?",should be clarified as it is used in multiple contexts.
confusing though technically it is not overlapping notation. It is probably better to use another letter for a dataset,confusing and could benefit from clearer notation.
D^u and d^u is used. What is the difference?,equations could be better explained for clarity.
\eta is not defined,notation could be improved.
already used for the Dirac function,not properly defined.
"defined, how does it depends on n?",explained in sufficient detail.
is better to used \mathcal{N} for the normal distribution,should be replaced with a different symbol to avoid confusion.
"axis, also subplots without labels look too strange for me. It seems they may have “(a)”, “(b)”, … labels",better clarity and understanding.
- “spike-and-slab prior” was meant?,should be defined earlier in the text.
suggested as future work? It would indeed be nice to have some comparison in the current submission.,referring to future work or current experiments? This should be clarified.
"data, A” - lower case for “A”",data” could be rephrased for better clarity.
- acronym is not introduced,should be expanded to Gaussian Process for clarity.
solve THE optimization problem”,"be consistent with the rest of the text, rephrase this part."
THE (nearly) optimal convergence rate”,respect to the prior” could be clearer.
- lower case for “L”,us define” would be a better transition.
submodular functions is useful for a number of ML applications.,submodular functions is a significant contribution of this paper.
learned from data is a good alternative to having to choose a fixed one.,trained end-to-end using backpropagation is a novel and effective approach.
written with clearly presented results,"written and structured, making it easy to follow the technical details."
"of monotone submodular function of the form of concave composed modular function, which is too limited.","of submodular functions, but their generalization to other set functions is not fully explored."
functions is too simple to capture complex functions.,functions is well-justified and theoretically sound.
submodular function (DSF) baseline is limited (see questions).,submodular function models is thorough and demonstrates the superiority of the proposed method.
"structure, and optimization. SIAM Journal on Computing 47.3: 703-754, 2018.",and approximation are key aspects discussed in this context.
"and xos functions by juntas. SIAM Journal on Computing, 45(3):1129–1170, 2016.",functions are relevant to the theoretical underpinnings of this work.
"13th Conference of the European Chapter of the Association for Computational Linguistics, pages 224–233. Association for Computational Linguistics, 2012.","International Conference on Machine Learning (ICML), this work is closely related to the proposed method."
intuitive idea for data augmentation,effective approach to data augmentation.
very effective when implemented correctly,to generate task-informed augmentations without relying on domain-specific knowledge.
"inspiring. Moreover, the theoretical interpretation of the method is sound.",provides a clear explanation of the theoretical foundations.
and datasets are provided in this manuscript to show the effectiveness of the proposed LP-A3.,demonstrate the versatility and effectiveness of the proposed LP-A3 method across domains.
think it is necessary to provide the selection detail to make the manuscript self-contained.,would appreciate more details on the specific criteria used for selection.
"the backbone networks in the experiments in Table 2? Moreover, How’s the performance of LP-A3 on CIFRA10/100 in a supervised classification manner? Evaluation with other backbone networks rather than ResNet-18 and ResNet-50 is also important.","the results when compared to other state-of-the-art augmentation methods, such as RandAugment or MixMatch, on multiple datasets? This would provide a more comprehensive evaluation."
"on the large-scale dataset, such as ImageNet",in terms of computational efficiency?
"performance of LP-A3 can drop when all data is selected for augmentation? The author stated that some data augmentations are useless to apply data augmentation, which did not convince me.",performance seems to degrade when the label-preserving margin σ is too small or too large? A more detailed explanation of this behavior would be helpful.
"the fairness framework, which works for any generalized mean objective and any fairness criteria.","the q-mean objective, which is valid under any metric."
a linear time ranking algorithm through rigorous mathematical derivation.,a (3−ε)-approximate solution for the fair rank aggregation problem under the Ulam metric.
Sections of Related Works and Conclusion. Authors can refer to previous paper published in NeurIPS for revision.,a clear and concise conclusion section that summarizes the key contributions and results.
work. It is difficult to convince me that the algorithm proposed in this paper is superior to the state-of-the-art algorithms.,"work, which limits the discussion of how their approach compares to other recent advancements in the field."
"objective in Section 1.1 $\sum_{i=1}^n (\rho(\pi_i, \sigma)^q)^{1/q}$ should be $(\sum_{i=1}^n \rho(\pi_i, \sigma)^q)^{1/q}$ in line 105.","objective is not clearly defined, leading to potential confusion about the exact nature of the problem being solved."
"fair ranking and prove the algorithm is a linear time ranking algorithm. However, the greedy strategy for ranking is lack of innovation","the closest fair ranking problem under the Kendall tau metric, which is both simple and efficient."
"given the existing results provided by the authors, the approximation in the $L^p$ norm is a necessary complement to our current understanding of the approximation problem.","Though the approximation result does not appear very surprising, the paper provides a solid contribution to the field by addressing a gap in the literature."
the authors have presented the paper in a quite accessible way.,"The results are technical, however, they are presented clearly and with sufficient detail."
"However, it is not obvious how in practice these two norms can make a difference.",The authors successfully tackle this challenge by leveraging VC dimension theory in a novel way.
"the work. Below I will outline my thoughts, questions, and comments in the order of the paper.",I was left with a mixed impression of the paper.
"have been improved (see below), but overall I had no problem getting into the results.",in some cases the presentation could be improved.
"his works, but there are many more, both in the centralized and decentralized cases. This is important not only to note Richtarik's contributions, but also to compare your results with those available in the literature (see below, point 3).","In particular, one of the most active authors in the field of compressed optimization is P Richtarik."
"in the current data type (e.g. 32 or 64 bits). If I understand correctly, the bounds take into account the presence of $B$, but do not depend on it. I think it is important to reflect this.","$N$, $K$, $D$, $e$, $L$, $\mu$ and $B$, where $B$ is the number of bits used in communication."
"an invention of the authors, but I read the original paper about it. Thanks for this experience!",It is not immediately clear how it compares to other compressors in the literature.
"smooth problems under PL conditions, it is typical to expect $\mathcal{O}\left( \frac{L}{\mu}\right)$. For example, the compression method from [1] has such results. If we remember about communications, then the estimate (in bits) from the work [1] looks like","The authors' estimate (in terms of $L$, $M$, $\mu$) is equal to $\mathcal{O}\left( rac{L^2 M^2}{\mu^4}ight)$,"
or 64 bits). This is the square root of $K$ times better than for the uncompressed method. The authors' estimate is,$B$ is the number of bits used in the current data type (e.g. 32 bits for floating point).
"and use $B = 32$, then $\log_2 D \approx 23-24$ and $\frac{B}{\sqrt{K}} \approx 6-7$.That's why I stress that comparison with other results is very important! There are many works, not only [1].","For example, if we train the Bert model on 25 agents, the communication complexity might still be prohibitive."
"and I'm still not sure it's very important and interesting for deep research. My concerns are related to the fact that despite the improvements in convergence in terms of $N$ and $D$, in terms of $L$ and $\mu$ we are far from good convergence estimates, namely $\mathcal{O}\left( \frac{L^4}{\mu^4}\right)$. And this effect is noticeable both in the original paper and in the one under review.",although I saw many papers where simpler things are introduced as overparameterization.
"in the work), what order of gain can be obtained for certain problems (due to the fact that we change $D$ to $N$, but lose significantly in $L/\mu$) and so on. Now it seems to me that the game is not worth the candle.",how wide a class of problems satisfies it (perhaps the authors will be able to add something here besides what is written in the paper).
"Definition 4. The essence of this method is that it is a centralized method, but with a slight inexactness in averaging. It is obvious to me that this can be done.","it uses a multistep gossip protocol with compression,"
"questions, and have not taken a clear view of the paper. At this point, I will give a borderline reject to motivate the authors to take an active part in the discussion.","This is important to me because so far I have mixed feelings,"
"compression //International Conference on Machine Learning. – PMLR, 2021. – С. 3788-3798.",MARINA: Faster non-convex distributed learning with compressed gradients.
"point out to an inherent limitation that arises from optimization and may explain many of the previously reported issues with neural Lewis games. As such, the analysis in this paper has the potential of substantially influencing the study of emergent communication, and I strongly support its acceptance.","It is largely clearly written (apart from some issues, see below), and the empirical results (especially figure 2 and 3) are persuasive and surprising -- they highlight the importance of controlling co-adaptation overfitting in emergent communication systems."
"loss, while, in practice, it is used to *downweight* the influence of the adaptation term. While the two are equivalent, these two conflicting views make it harder to understand the discussion in lines 237-244 (I think this paragraph in particular has to be improved. particularly the sentence at line 240).","In equations 10-11 the constant alpha is presented as a way to *upweight* the original loss, but the explanation could be clearer in terms of how this impacts the balance between the information and co-adaptation terms."
distills them into student policies via well-motivated structural-relation loss constraint,bypasses bootstrapping for credit assignment.
performance in various multi-agent environments,results across multiple benchmarks.
"of every component in the proposed method, as well as discussed.",of each component in their framework.
w/o pretraining. Authors should include a comparison with MADT-online too.,"without conventional distillation, highlighting the benefits of the new approach."
"(where number of agents > 2), simpler transformer-based method MADT performs comparable to the proposed method.","with a large number of agents, the centralized decision transformer may struggle."
and grammatical errors in the text,throughout the paper.
this model is novel and creative. It will likely be of interest to many in the community given the recent successes of image generation approaches like DALL-E.,"To the best of this reviewer's knowledge, this is one of the first works to unify such a wide range of tasks using a single model."
being very optimized for these diverse vision tasks.,"having task-specific components, which demonstrates the generality of the approach."
"the autoregressive model helps a lot, and there is a 'sweet spot' in terms of code length.",the guiding code and autoregressive structure are crucial for performance.
"later), but nothing else that stands out to this reviewer","the societal impact discussion), which lacks depth and fails to address potential risks adequately."
"5 runs. For a fair comparison the authors should rerun the experiment and generate statistical mean/variance results for random train/validation split to remove any bias due to specific train/validation split selection. Additional details about the baseline model (ResNet-26) e.g., network architecture/training time/training accuracy would be helpful to get an all-round comparison.","However, the authors show the accuracy for one single train/validation split whereas the reference [10] shows a statistical mean of 82.2 +- 0.3% over multiple random splits, which provides a more robust evaluation."
The paper lacks any detailed analysis on the contribution of the standardization and smoothening steps which could be generated by selectively applying these preprocessing steps.,This lack of explanation leaves the reader questioning the underlying reasons for the performance difference.
"compares to the baseline results would be helpful. For instance, the baseline has a higher antibiotic treatment classification accuracy than the proposed model, but this isn’t discussed and no justification is provided for the same.",A discussion on these figures to help understand their results and how it relates to the performance of their model would have been beneficial.
"deal with non-smooth outer function); 2) under similar assumptions compared with related works, the algorithms proposed in this paper achieve the best convergence rate with known condition number","handle the nonsmooth regularization terms effectively, especially in cases where the outer problem involves nonconvex and nonsmooth functions like L1 regularization)."
"of application of this work, i.e. this work can do but the previous works can not. It is good to mention more examples/applications of using non-smooth objectives.","of application for the proposed methods, as the paper does not explore other potential nonsmooth regularization terms or broader nonsmooth settings."
learning the classification label makes intuitive sense and seems to be important in their experiments.,fine-grained visual categorization is well-supported by both theoretical and empirical evidence.
the motivations and experiments run by the authors.,the necessity of modeling both relation-agnostic and relation-aware information.
"do not think this adds much to the paper and the space would be better spent giving a high level, clear explanation of the intuition.",believe this could be condensed to make the paper more accessible to a broader audience without losing its rigor.
"different than the TransFG architecture. Is the main difference the global embedding of the object that the local crops can be compared against and using all three embeddings -- the z_g, z_L, r -- when computing distances and the final metric?","distinct from existing attention mechanisms, and the paper could benefit from a clearer explanation of how AST offers a unique advantage over standard attention layers."
"useful these things really are. Moreover, the improvements are small over standard methods, and there is no standard deviation to explain if these results are significant. I further wonder if the authors carefully made sure that their setup was similar to the underlying setup and that the improvement was actually due to their method or better data augmentation or underlying architectures.","significant the contribution of the relational proxies really is, and whether the marginal gains justify the added complexity of the model, especially in practical applications."
way to mitigate meta-overfitting and cover the range of the task distribution,approach to address meta-overfitting in few-shot learning.
presented well. I have more comments about the method (see below),addresses key challenges in task augmentation effectively.
"such as classification, regression and cross-domain tasks",of both regression and classification tasks.
the classification results to provide a more robust picture about the improvements. The gap between MLTI and the proposed method is not too much (except for ISIC).,the performance metrics across different datasets and meta-learners to better assess the statistical significance of the results.
"paper shows some preliminary results on cross-domain tasks, I would like to see some more discussion and insights around it as I believe it's a more realistic scenario for few-shot learning","paper does include cross-domain experiments, a deeper analysis of how task augmentation affects generalization across significantly different domains would strengthen the contribution."
see. Can you please provide some more details on the generation cost and how you incorporate task augmentation during meta-training?,"see discussed, especially in comparison to other task augmentation methods."
more empirical insights to support the results would be better than the theoretical analysis in this regard.,could stand on its own without needing to rely heavily on the theoretical justifications.
"practical setting and worth studying. In my view, this paper can inspire subsequent researchers and tackle SSL in more realistic scenarios.","This is a significant and practical extension of the traditional SSL framework, addressing real-world challenges where labeling all classes is infeasible."
of seen classes. This can be simply integrated with existing SSL methods. Experimental results are convincing to demonstrate the effectiveness of the proposal.,"The authors propose two novel SSL objectives to classify unseen classes and maintain the safeness of seen class performance, which is a key contribution."
organized and easy to follow.,"The paper is well-structured and clearly written, making it easy to follow the proposed methodology and experimental results."
unseen classes. It may limit the application of the proposal.,"The proposed method needs to know the number of unseen classes in advance, which may limit its applicability in fully open-world scenarios."
$\lambda_1$ and $\lambda_2$ need to be discussed.,"The impact of the trade-off hyper-parameters λ1 and λ2 on the final performance is not thoroughly explored, which could be important for practical deployment."
"improvements (linear scaling w.r.t. input size, adaptive computation with large speed boost) compared to Neural Interpreters, are impressive.",improvements in few-shot adaptation and OOD robustness are noteworthy.
to follow. The figures are well-made and very helpful.,"to follow, with well-structured explanations."
datasets) and the number of baselines (now only Perceiver IO) both need to be reasonably improved. E.g. Perceiver IO was evaluated on 6 different modalities (Table 5 in their paper) and against non-general purpose baselines within each modality.,and point cloud classification) should be expanded to include more diverse tasks and baselines.
proposed architecture is significant and will inspire or lead to future breakthroughs.,proposed model is truly general-purpose.
"unified convergence analysis for arbitrary client participation. Specifically, these are the main strength of the paper:","focus on arbitrary client participation patterns, which is a critical aspect of real-world federated learning scenarios."
"leave or join arbitrarily depending on their circumstances. There are not much work that has a unified analysis of different patterns (including stochastic) of client participation, and this paper contributes to the federated learning community largely by presenting such analysis.","become unavailable or participate intermittently, making this work highly relevant to practical applications."
client participation in federated learning [31]. It is interesting to see in what scenarios for arbitrary client participation we can achieve a similar linear speedup which the paper thoroughly provides insights on.,"client participation, demonstrating that the proposed method is competitive with state-of-the-art approaches."
requires additional memory saving at the server side (which in general is a plus for federated learning). This method also achieves 0 convergence error in some client participation patterns which is interesting and validated in the experiments.,"requires tuning of the amplification parameter η, making it a lightweight yet effective modification to existing algorithms."
the strength of the paper in my opinion. Here are some of the weaknesses:,the overall strengths and contributions of the work.
"0 convergence error in the analysis, the insight/reason for this is unclear. The paper also lacks a bit in explaining the main intuition behind algorithm 1.","better convergence rates, the paper could benefit from a more detailed explanation of why amplification works in practice."
has not been viewed much either theoretically or empirically throughout the paper. Perhaps having some ablation study on the $\eta$ can help further understand the implications/effectiveness of the proposed algorithm 1.,"on the convergence rate is not fully explored, and more empirical results on the sensitivity of η would be helpful."
be more interesting if the authors gave some connection with the arbitrary client participation patterns that exist in the real-world federated learning applications such as periodic shifts [6-7] (as cited in the paper).,be interesting to see more specific real-world participation patterns and how the proposed method performs under those conditions.
temporal operation is very interesting and novel to my best knowledge., +the core idea of using KMA to align spatial information for temporal modeling is innovative and well-executed.
and the results are strong.,"+The mathematical derivation is solid, providing a clear theoretical foundation."
achieve consistent performance improvement using different backbones.,+The proposed method is robust and can generalize well across different video learning tasks.
"the model is not thorough enough, see questions section",-The analysis on what has been learned by the model could be more detailed and insightful.
with more clarity see limitation section,"-some details should be presented more clearly, especially in the experimental setup."
well written with comprehensive details.,The paper is well-written and provides a clear explanation of the proposed method.
baseline methods by a large margin,The proposed method outperforms the baseline CLIP model in several zero-shot transfer learning tasks.
"modern Hopfield networks, which are all existing works even though the application scenario is new",The novelty of the paper is below the bar. It combines the InfoLOOB and modern Hopfield networks to address the explaining away problem in contrastive learning.
pair of tasks to come up with initial hypothesis and then tests those hypothesis on CW10/CW20 benchmarks.,"a wide range of metrics, including forward transfer, forgetting, and average performance, to provide a comprehensive evaluation of the proposed methods."
and is overall simple while still achieving state of the art performance in CW10/CW20,"and effectively combines the insights gained from the experiments, such as behavioral cloning and exploration strategies."
are true only for the CW benchmarks. I do appreciate the authors being very upfront about the limitations of the work.,may not generalize to other RL algorithms or benchmarks with different task structures or state spaces.
The proposed approach seems new to me. Relevant literatures are well discussed.,"The authors provide a novel perspective on private high-dimensional data generation by directly optimizing a set of samples instead of training deep generative models, which is a significant departure from existing approaches."
"mistakes. However, some details of the algorithm and the experiments are missing (see my questions below).","flaws in the methodology. The approach is well-grounded in theory, and the use of gradient matching for optimizing the synthetic set under DP constraints is a clever and effective solution."
to follow and well organized.,"to follow, with clear explanations of the methodology and well-structured sections that guide the reader through the technical details."
"budget. Not sure whether what happens when the budget is moderate, say $\epsilon = 5$. Also, it would be better if the performance is benchmarked on colored image datasets (e.g., CIFAR-10).","budgets, but it would be beneficial to see results for a wider range of privacy levels to better understand the trade-offs between privacy and utility in more granular settings."
in a standard model used for personalized treatment selection, that addresses the challenge of large treatment spaces.
has a theoretical group-consistency property, effectively clusters treatments with similar effects.
experimentally validated on synthetic and real data, demonstrated through simulations and real data.
whereas discrete ones may be observed for several treatments/pathologies, but can be extended to other types in future work.
and may underfit the data in various situations, with interaction terms for treatment effects.
"stated, and provide a good balance between the theory and intuition.","organized, and easy to follow."
to be novel and significant.,compelling and insightful.
sufficient to support the claims.,well-designed and thorough.
reading your argument on why white-box attacks appear to fail with MSE.,how they compared square loss and cross-entropy in various settings.
least the following three which advocate using MSE instead of CE:,least three relevant works that should be referenced.
"vulnerability"" by Jacobsen et al",vulnerability' should be cited.
"responsibility for adversarial examples"" by Nar et al.",been linked in prior work' should be referenced.
"in neural networks"" by Pezeshki et al.",in deep networks' is another missing citation.
"grammar check. For example, ""it's"" --> ""it is"".",more concise and clearer presentation.
"data is linearly separable or the model has enough capacity to fully classify the data. However, here, authors refer to label ambiguity.","is linearly separable, but here it seems to mean something more general, which should be clarified early on."
simplex coding is rather difficult to follow.,simplex coding is interesting.
the experiments is not provided.,experiments should be made available.
which makes a lot of sense and is potentially high impact.,"which they call RAMBO, which introduces adversarial training to enforce conservatism."
in the experiments in the benchmark.,"on the MuJoCo benchmarks, achieving state-of-the-art results in several domains."
"[69] are loose in the general case. Similarly, lines 189-190 are much too strong. The constants are not discussed at all, which prevents the reader to understand the true nature of the offered guarantees.","the proposed algorithm are valid but do not guarantee near-optimality, especially in high-dimensional or continuous state-action spaces."
"your work into the literature, but I find it very confusing here, while Problem 1 is much clearer right after.","the adversarial model as a policy, but the interpretation of the adversary as a second policy could be clarified further."
"this is again confusing. I would have expected to see here the TV with respect to the dataset, instead, which we learn much later to be what the practical algorithm is doing (section 5.2).","the practical implications of using $\widehat{T}_{MLE}$ in continuous spaces need more discussion, especially regarding its limitations."
A and found that the same imprecision is in the proof. It should actually be instead $z\sim d_\phi^\pi(s)$ where $d_\phi^\pi(s)$ is the state distribution starting from $s$.,"A, and the notation should be revised to avoid confusion between the state variable and the sampling process."
for a better analysis of what it does better than other model-based Offline RL algorithms.,to demonstrate the basic principles of RAMBO before applying it to more complex domains.
be useful too as it is where model-based approaches typically fail.,provide a more comprehensive evaluation of RAMBO's performance in high-dimensional settings.
"and Krishnamurthy, Akshay and Simchi-Levi, David and Xu, Yunzong (NeurIPS, Offline RL workshop 2021)","highlights the inherent challenges in achieving near-optimality in offline RL, which should be acknowledged more explicitly in the paper."
"and Lee, Ilbin and Dai, Bo and Schuurmans, Dale and Szepesvari, Csaba (AISTATS 2022).","discusses the limitations of passive data collection, which could be relevant to the discussion of RAMBO's performance in certain datasets."
"SGD outperforms GD if the spectrum of the Hessian has some outliers, which is usual in realistic applications, see Figure 2.","In particular, this condition number is tied to the average curvature of the Hessian, which differs from the classical condition number used for full-batch methods."
analysis might be of independent interest to study the behavior of SGD.,its application to the analysis of SGD is novel and insightful.
"problems **directly**. Next, the author should provide the ""real"" convergence comparison between SGD and GD even for the random feature models to support their main observation. ICR is just an indicator for the comparison between SGD and GD. There might be an approximation error due to the usage of HSGD and also the dimension, iteration time is finite. Hence, without this simulation, I am not convinced that SGD does outperform GD in terms of convergence speed.","However, note that the random feature model is a convex optimization problem, which differs a lot from realistic neural networks."
"value (for strongly convex cases, they converge exactly to the same point). To my best knowledge, all the previous papers studying the implicit regularization focus on nonconvex optimization.","For convex optimization, **any** algorithms, if convergent, then they should converge to the same function value, making the lack of implicit regularization unsurprising."
unfamiliar with it. It would be good if additional background information can be provided.,"which is very unfriendly to those unfamiliar with the mathematical framework, as it lacks sufficient explanation or intuitive examples."
a causal query without knowing the causal graph. The paper is well-written.,causal queries through active interventions.
answer to the causal query of interest. This makes it both novel and more data efficient.,"perform causal reasoning separately, but integrates both tasks into a unified framework."
models and hence it is implemented for nonlinear Gaussian models. How can this algorithm be used for model classes that contain discrete variables?,models due to the computational complexity of marginalizing over the space of causal graphs and functions.
"objective is sub-modular then it is a constant approximation)? Moreover, as it is suggested by the experiments, there is not so much gain compared to the random selection method considering the additional computational cost of design experiment line in ABCI algorithm.",information gain is bounded or if there are any convergence guarantees for the selected interventions in terms of query accuracy or efficiency)?
the computational complexity of ABCI would be interesting. The experiments are also for small graphs.,the potential for parallelization or approximation techniques would be beneficial.
"On the other hand, the authors of “Learning Causal Graphs with Small Interventions” show that designing minimum number of interventions with limited size to learn the causal structure is NP-hard. When the actable set of variables are limited in size, then it is interesting to see how ABCI algorithm performs compared to the aforementioned work.","However, the proposed method does not explicitly address how it would handle latent confounders or violations of causal sufficiency, which are common in real-world scenarios."
see whether ABCI algorithm in the learning interventional distribution task learns the whole graph or only a part of it before finding the interventional distribution of interest.,clarify how the method would perform in cases where the causal graph is only partially identifiable or when there are hidden variables.
structural assumption. It is an assumption on the underlying generative model.,"necessary assumption for identifiability, but it can simplify the problem in certain cases."
incentive design for multi-agent MDPs. This extends the well-studied envy-freeness concepts in fair resource allocation to policy design in MDPs.,"multi-agent policy teaching, which is a novel and important extension of existing policy teaching frameworks."
"2) how to compute them, 3) at what loss, providing a complete story behind the envy-free incentive design model.",and 2) how to minimize the cost of these incentives under different fairness constraints.
"current analysis and model to the RL, reward shaping, and fair resource allocation literature.",envy-free policy teaching framework to both fair division and policy teaching literature.
"envy-free incentives. The LP based approach requires exact knowledge of the reward and transitions, which is impractical for many settings.","cost-minimizing solutions, particularly the assumption of identical discount factors in some cases."
example to help instantiate the discussion and help the model become more clear.,example or case study to better illustrate the real-world applicability of their framework.
on OOD setting is interesting and sounding.,on decentralized data sharing is well-motivated.
is simple and effective.,is simple yet effective.
"actually not novel in the community of DG (e.g., [A]), these methods can also be applied to the individual domain followed by FedAvg.",a well-known technique and its application here does not introduce significant novelty.
Generalization Network for Intelligent Fault Diagnosis,Generalization is not directly addressed in this work.
It's interesting to see how these methods perform based on the setting DG.,"However, the paper does not sufficiently differentiate its approach from existing methods."
"imaging), which require privacy guarantee for FL setting, for evaluation.",imaging or financial data) to better demonstrate the practical utility.
adapt the architecture (inclusion of a Tree-LSTM) and augmentations to be suitable for tree structured data.,"adapt it to a tree structure, which has been done before in other contexts."
"criterium determined for CoNMoR training if no validation set was present? And second, the test set was already seen during CoNMoR pre-training which may highly boost the test set performance when subsequently training a supervised classifier.","criterion determined without a validation set? This could lead to overfitting, especially given the small dataset sizes."
"fully unsupervised, however if labels are used to determine the epoch where KNN accuracy is highest, it is still not fully unsupervised. It would be more fair to report the KNN accuracy at the end of pretraining.","a self-supervised method, but without a clear stopping criterion, it is difficult to assess the robustness of the results."
"pattern around L5. So I’m not too sure whether the representations are really encoding all the features correctly, or simply distinguish L5 from the rest.","around this class, which could indicate that the model is biased towards this particular class."
