True Sentences,Generated Sentences
"results on PROTEINS, whereas it struggles on NCI1 for instance. It may have been a good idea to make an hyper-parameter study on the latter rather than the former dataset (but on the validation set)",This suggests that the proposed method should be compared against such baselines to validate its effectiveness.
"this work. Well-motivated, properly stated, and provide a good balance between the theory and intuition.","The authors present their arguments in a logical sequence, making it accessible to readers."
"evaluations. For example, I enjoyed reading your argument on why white-box attacks appear to fail with MSE.",They provide a balanced view of the advantages and disadvantages of both loss functions.
missing. I know at least the following three which advocate using MSE instead of CE:,Some references are somewhat dated and could benefit from more recent studies.
"low-rank features have responsibility for adversarial examples"" by Nar et al.",The paper effectively highlights the issues associated with cross-entropy in various contexts.
"benefit from a grammar check. For example, ""it's"" --> ""it is"".",Some parts of the text are dense and could be simplified for better understanding.
"for me. Generally ""separable"" refers to a case that data is linearly separable or the model has enough capacity to fully classify the data. However, here, authors refer to label ambiguity.",A clearer explanation of these terms at the beginning would help readers grasp the concepts more easily.
on technical detail. All the math is presented accurately (though I only glanced through the supplement) and the theorems are associated with illustrative figures and examples that demonstrate the concepts in concrete setups.,"The authors effectively communicate complex concepts and results, making the paper accessible to readers familiar with causal inference."
well as the new results on identifiability that are stronger than the previous ones. I find these results original and significant in the sub-field machine learning studying causal identifiability with latent variable models.,"These results provide valuable insights into the identifiability of causal structures under different assumptions, enhancing the understanding of causal discovery."
"strengthened the paper further, but that might not be necessary in this kind of paper where the main contribution are the new theoretical results.",Some real-world examples would have strengthened the paper by illustrating the practical implications of the proposed methods.
"Whereas this might be true in many real-world situations, it is equally true that Gaussian noise is the default assumption in the majority of applications. Hence, the assumption may be limiting.","This assumption is critical, as it influences the applicability of the proposed methods in real-world scenarios where Gaussian noise may be present."
methodological contributions by introducing the envy-free set-up for incentive design for multi-agent MDPs. This extends the well-studied envy-freeness concepts in fair resource allocation to policy design in MDPs.,The authors effectively model the problem of personalized teaching programs while ensuring fairness among heterogeneous agents.
"outlining 1) when EF incentives can be computed, 2) how to compute them, 3) at what loss, providing a complete story behind the envy-free incentive design model.","Their analysis includes tight bounds on the price of fairness, which adds significant value to the theoretical framework."
"a good job relating the current analysis and model to the RL, reward shaping, and fair resource allocation literature.","They draw relevant connections to previous studies, highlighting the novelty of their approach in combining these two areas."
"is the strong assumptions for computationally finding the envy-free incentives. The LP based approach requires exact knowledge of the reward and transitions, which is impractical for many settings.",This could restrict the applicability of their results in more diverse real-world scenarios where agents have varying discount factors.
should include a practical motivating example to help instantiate the discussion and help the model become more clear.,This would help to illustrate the relevance and potential impact of their work in practical settings.
